"time","capacitor.v","capacitor1.v","inductor.i","capacitor.C","capacitor1.C","inductor.L","inductor.IC","capacitor.IC","resistor.R","resistor1.R","resistor2.R","resistor3.R","resistor4.R","resistor5.R"
"0.0","0.7","0.0","0.1","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.001","0.6918022983841019","-0.23678308776494777","0.09886212808555027","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.002","0.6733111977653417","-0.46756904219685297","0.09548085670644633","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.003","0.6449275194853142","-0.6874754536908825","0.08993442939183317","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.004","0.6072582141952548","-0.8916801835532375","0.08234588995487946","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.005","0.5611543967906678","-1.0753152587598067","0.07289114108641022","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.006","0.5076595742059142","-1.2341537913749254","0.06178893796593488","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.007","0.44798174068231167","-1.364596530863237","0.04929481413241424","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.008","0.38346122233765323","-1.4636994945927742","0.03569415859715796","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.009","0.3155637762477496","-1.5292513972254285","0.021300857004383954","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.01","0.245823835584732","-1.5598010170731746","0.006445034588651566","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.011","0.17581869046400636","-1.5546965082268216","-0.008532472189366074","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.012","0.10712300377793268","-1.5141080530613156","-0.023289937358472602","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.013","0.0412792817209774","-1.4390156935956622","-0.037491169654224145","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.014","-0.02023582893981934","-1.3311839441603681","-0.05081286504395296","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.015","-0.07604616680680419","-1.1931216462043346","-0.06295218562040492","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.016","-0.12490699679099279","-1.028024437897352","-0.07363357036973386","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.017","-0.1657302332384763","-0.8396853878590825","-0.08261436270884567","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.018","-0.1976092991817089","-0.6324350466670491","-0.08969030690764643","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.019","-0.21985091016529637","-0.4110373870301109","-0.09470262420527609","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.02","-0.23200007261837774","-0.18062235131567522","-0.09754355271729273","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.021","-0.23379404542018623","0.05357787548370877","-0.09814683347078487","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.022","-0.22523926727144192","0.2861897552288821","-0.09650432045288761","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.023","-0.2065706864176911","0.5118948401236036","-0.09265751113938084","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.024","-0.17827804204524425","0.7255314871195245","-0.08670342540727739","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.025","-0.14102334439578554","0.9222680256340214","-0.07877702086928941","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.026","-0.09570268932256452","1.0976502188615311","-0.06906467981986729","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.027","-0.04336814678549126","1.247720792240134","-0.057787485186674196","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.028","0.014759046956891926","1.3690804963932648","-0.04520418926705082","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.029","0.07732345835222294","1.4589863883151821","-0.03160380616724224","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.03","0.14287503729935863","1.5154375210543602","-0.017297181968436128","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.031","0.2098807414204074","1.5372214944850324","-0.002614556970576676","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.032","0.27679125179918695","1.5238374695606323","0.012109036341036036","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.033","0.34204962975471975","1.4756653330924028","0.026535349986602917","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
"0.034","0.40414931141234084","1.3938929985656583","0.04033562398343498","1.391994648664443e-05","0.0004182774537231207","0.10418998457191216","0.1","0.7","290.0","290.0","2460.390673769236","2460.390673769236","1732.760455221061","1622.0620926097808"
